doi,title,venue
10.1007/978-3-030-32239-7_69,Nuclear Instance Segmentation Using a Proposal-Free Spatially Aware Deep Learning Framework,MICCAI
10.1007/978-3-030-32226-7_69,Multi-task Localization and Segmentation for X-Ray Guided Planning in Knee Surgery,MICCAI
10.1007/978-3-030-32254-0_22,Simulation of Balloon-Expandable Coronary Stent Apposition with Plastic Beam Elements,MICCAI
10.1007/978-3-030-32248-9_95,Automated Infarct Segmentation from Follow-up Non-Contrast CT Scans in Patients with Acute Ischemic Stroke Using Dense Multi-Path Contextual Generative Adversarial Network,MICCAI
10.1007/978-3-030-32239-7_19,Deep Multi-label Classification in Affine Subspaces,MICCAI
10.1007/978-3-030-32239-7_29,Fused Detection of Retinal Biomarkers in OCT Volumes,MICCAI
10.1007/978-3-030-32248-9_94,Siamese U-Net with Healthy Template for Accurate Segmentation of Intracranial Hemorrhage,MICCAI
10.1007/978-3-030-32248-9_14,Generation of 3D Brain MRI Using Auto-Encoding Generative Adversarial Networks,MICCAI
10.1007/978-3-030-32254-0_12,INN: Inflated Neural Networks for IPMN Diagnosis,MICCAI
10.1007/978-3-030-32239-7_63,Perceptual Embedding Consistency for Seamless Reconstruction of Tilewise Style Transfer,MICCAI
10.1007/978-3-030-32239-7_31,Ki-GAN: Knowledge Infusion Generative Adversarial Network for Photoacoustic Image Reconstruction In Vivo,MICCAI
10.1007/978-3-030-32226-7_76,Adversarial Regression Training for Visualizing the Progression of Chronic Obstructive Pulmonary Disease with Chest X-Rays,MICCAI
10.1007/978-3-030-32226-7_65,Anatomical Priors for Image Segmentation via Post-processing with Denoising Autoencoders,MICCAI
10.1007/978-3-030-32245-8_85,Spectral CT Based Training Dataset Generation and Augmentation for Conventional CT Vascular Segmentation,MICCAI
10.1007/978-3-030-32239-7_1,Enhancing OCT Signal by Fusion of GANs: Improving Statistical Power of Glaucoma Clinical Trials,MICCAI
10.1007/978-3-030-32239-7_60,Pancreatic Cancer Detection in Whole Slide Images Using Noisy Label Annotations,MICCAI
10.1007/978-3-030-32251-9_74,Coidentification of Group-Level Hole Structures in Brain Networks via Hodge Laplacian,MICCAI
10.1007/978-3-030-32226-7_78,Realistic Breast Mass Generation Through BIRADS Category,MICCAI
10.1007/978-3-030-32245-8_38,Image-and-Spatial Transformer Networks for Structure-Guided Image Registration,MICCAI
10.1007/978-3-030-32245-8_42,Multimodal Data Registration for Brain Structural Association Networks,MICCAI
10.1007/978-3-030-32248-9_41,Online Atlasing Using an Iterative Centroid,MICCAI
10.1007/978-3-030-32251-9_15,Predicting Early Stages of Neurodegenerative Diseases via Multi-task Low-Rank Feature Learning,MICCAI
10.1007/978-3-030-32254-0_40,A Two-Stage Framework for Real-Time Guidewire Endpoint Localization,MICCAI
10.1007/978-3-030-32226-7_54,Signed Laplacian Deep Learning with Adversarial Augmentation for Improved Mammography Diagnosis,MICCAI
10.1007/978-3-030-32254-0_54,Graph Neural Network for Interpreting Task-fMRI Biomarkers,MICCAI
10.1007/978-3-030-32248-9_45,Overfitting of Neural Nets Under Class Imbalance: Analysis and Improvements for Segmentation,MICCAI
10.1007/978-3-030-32226-7_31,Encoding CT Anatomy Knowledge for Unpaired Chest X-ray Image Decomposition,MICCAI
10.1007/978-3-030-32248-9_2,A Two-Stage Multi-loss Super-Resolution Network for Arterial Spin Labeling Magnetic Resonance Imaging,MICCAI
10.1007/978-3-030-32251-9_58,Multi-Instance Multi-Scale CNN for Medical Image Classification,MICCAI
10.1007/978-3-030-32248-9_76,Identification of Abnormal Circuit Dynamics in Major Depressive Disorder via Multiscale Neural Modeling of Resting-State fMRI,MICCAI
10.1007/978-3-030-32248-9_72,A Hybrid Deep Learning Framework for Integrated Segmentation and Registration: Evaluation on Longitudinal White Matter Tract Changes,MICCAI
10.1007/978-3-030-32239-7_59,Patch Transformer for Multi-tagging Whole Slide Histopathology Images,MICCAI
10.1007/978-3-030-32251-9_87,DiamondGAN: Unified Multi-modal Generative Adversarial Networks for MRI Sequences Synthesis,MICCAI
10.1007/978-3-030-32239-7_57,Deep Instance-Level Hard Negative Mining Model for Histopathology Images,MICCAI
10.1007/978-3-030-32251-9_34,Novel Iterative Attention Focusing Strategy for Joint Pathology Localization and Prediction of MCI Progression,MICCAI
10.1007/978-3-030-32245-8_75,Recurrent Aggregation Learning for Multi-view Echocardiographic Sequences Segmentation,MICCAI
10.1007/978-3-030-32254-0_11,Non-invasive Assessment of in Vivo Auricular Cartilage by Ultra-short Echo Time (UTE) T_2* Mapping,MICCAI
10.1007/978-3-030-32226-7_2,MVP-Net: Multi-view FPN with Position-Aware Attention for Deep Universal Lesion Detection,MICCAI
10.1007/978-3-030-32251-9_18,End-to-End Dementia Status Prediction from Brain MRI Using Multi-task Weakly-Supervised Attention Network,MICCAI
10.1007/978-3-030-32226-7_93,MeshSNet: Deep Multi-scale Mesh Feature Learning for End-to-End Tooth Labeling on 3D Dental Surfaces,MICCAI
10.1007/978-3-030-32254-0_13,Development of a Multi-objective Optimized Planning Method for Microwave Liver Tumor Ablation,MICCAI
10.1007/978-3-030-32248-9_33,CompareNet: Anatomical Segmentation Network with Deep Non-local Label Fusion,MICCAI
10.1007/978-3-030-32245-8_76,Echocardiography View Classification Using Quality Transfer Star Generative Adversarial Networks,MICCAI
10.1007/978-3-030-32226-7_9,Generative Mask Pyramid Network for CT/CBCT Metal Artifact Reduction with Joint Projection-Sinogram Correction,MICCAI
10.1007/978-3-030-32226-7_23,Artifact Disentanglement Network for Unsupervised Metal Artifact Reduction,MICCAI
10.1007/978-3-030-32251-9_31,Automated Pulmonary Embolism Detection from CTPA Images Using an End-to-End Convolutional Neural Network,MICCAI
10.1007/978-3-030-32239-7_13,Unsupervised Ensemble Strategy for Retinal Vessel Segmentation,MICCAI
10.1007/978-3-030-32248-9_22,Refined Segmentation R-CNN: A Two-Stage Convolutional Neural Network for Punctate White Matter Lesion Segmentation in Preterm Infants,MICCAI
10.1007/978-3-030-32226-7_57,3DFPN-HS 2 2 : 3D Feature Pyramid Network Based High Sensitivity and Specificity Pulmonary Nodule Detection,MICCAI
10.1007/978-3-030-32248-9_6,Deep Learning Based Framework for Direct Reconstruction of PET Images,MICCAI
10.1007/978-3-030-32248-9_42,ARS-Net: Adaptively Rectified Supervision Network for Automated 3D Ultrasound Image Segmentation,MICCAI
10.1007/978-3-030-32245-8_39,Probabilistic Multilayer Regularization Network for Unsupervised 3D Brain Image Registration,MICCAI
10.1007/978-3-030-32254-0_53,Surgical Skill Assessment on In-Vivo Clinical Data via the Clearness of Operating Field,MICCAI
10.1007/978-3-030-32248-9_10,Deep Gated Convolutional Neural Network for QSM Background Field Removal,MICCAI
10.1007/978-3-030-32254-0_58,CFEA: Collaborative Feature Ensembling Adaptation for Domain Adaptation in Unsupervised Optic Disc and Cup Segmentation,MICCAI
10.1007/978-3-030-32251-9_64,Adaptive Sparsity Regularization Based Collaborative Clustering for Cancer Prognosis,MICCAI
10.1007/978-3-030-32248-9_13,GANReDL: Medical Image Enhancement Using a Generative Adversarial Network with Real-Order Derivative Induced Loss Functions,MICCAI
10.1007/978-3-030-32239-7_27,Seeing Under the Cover: A Physics Guided Learning Approach for In-bed Pose Estimation,MICCAI
10.1007/978-3-030-32239-7_23,Active Appearance Model Induced Generative Adversarial Network for Controlled Data Augmentation,MICCAI
10.1007/978-3-030-32226-7_10,Multi-class Gradient Harmonized Dice Loss with Application to Knee MR Image Segmentation,MICCAI
10.1007/978-3-030-32248-9_58,Multi-stage Image Quality Assessment of Diffusion MRI via Semi-supervised Nonlocal Residual Networks,MICCAI
10.1007/978-3-030-32239-7_16,Biological Age Estimated from Retinal Imaging: A Novel Biomarker of Aging,MICCAI
10.1007/978-3-030-32226-7_74,Extract Bone Parts Without Human Prior: End-to-end Convolutional Neural Network for Pediatric Bone Age Assessment,MICCAI
10.1007/978-3-030-32226-7_49,Misshapen Pelvis Landmark Detection by Spatial Local Correlation Mining for Diagnosing Developmental Dysplasia of the Hip,MICCAI
10.1007/978-3-030-32226-7_53,From Unilateral to Bilateral Learning: Detecting Mammogram Masses with Contrasted Bilateral Network,MICCAI
10.1007/978-3-030-32245-8_80,DeepAAA: Clinically Applicable and Generalizable Detection of Abdominal Aortic Aneurysm Using Deep Learning,MICCAI
10.1007/978-3-030-32251-9_16,Improved Prediction of Cognitive Outcomes via Globally Aligned Imaging Biomarker Enrichments over Progressions,MICCAI
10.1007/978-3-030-32239-7_58,Synthetic Patches Real Images: Screening for Centrosome Aberrations in EM Images of Human Cancer Cells,MICCAI
10.1007/978-3-030-32239-7_64,Precise Separation of Adjacent Nuclei Using a Siamese Neural Network,MICCAI
10.1007/978-3-030-32251-9_55,Deep Angular Embedding and Feature Correlation Attention for Breast MRI Cancer Analysis,MICCAI
10.1007/978-3-030-32239-7_2,A Deep Reinforcement Learning Framework for Frame-by-Frame Plaque Tracking on Intravascular Optical Coherence Tomography Image,MICCAI
10.1007/978-3-030-32254-0_76,An Integrated Multi-physics Finite Element Modeling Framework for Deep Brain Stimulation: Preliminary Study on Impact of Brain Shift on Neuronal Pathways,MICCAI
10.1007/978-3-030-32245-8_46,On the Applicability of Registration Uncertainty,MICCAI
10.1007/978-3-030-32254-0_6,A Novel Endoscopic Navigation System: Simultaneous Endoscope and Radial Ultrasound Probe Tracking Without External Trackers,MICCAI
10.1007/978-3-030-32254-0_45,Towards Multiple Instance Learning and Hermann Weyl&apos;s Discrepancy for Robust Image-Guided Bronchoscopic Intervention,MICCAI
10.1007/978-3-030-32245-8_15,Neural Style Transfer Improves 3D Cardiovascular MR Image Segmentation on Inconsistent Data,MICCAI
10.1007/978-3-030-32226-7_81,Multi-label Thoracic Disease Image Classification with Cross-Attention Networks,MICCAI
10.1007/978-3-030-32254-0_64,Real-Time 3D Reconstruction of Colonoscopic Surfaces for Determining Missing Regions,MICCAI
10.1007/978-3-030-32239-7_85,Multi-task Neural Networks with Spatial Activation for Retinal Vessel Segmentation and Artery/Vein Classification,MICCAI
10.1007/978-3-030-32226-7_43,Automatically Localizing a Large Set of Spatially Correlated Key Points: A Case Study in Spine Imaging,MICCAI
10.1007/978-3-030-32239-7_48,CORAL8: Concurrent Object Regression for Area Localization in Medical Image Panels,MICCAI
10.1007/978-3-030-32245-8_95,Disease Knowledge Transfer Across Neurodegenerative Diseases,MICCAI
10.1007/978-3-030-32251-9_36,Image Data Validation for Medical Systems,MICCAI
10.1007/978-3-030-32239-7_26,Synapse-Aware Skeleton Generation for Neural Circuits,MICCAI
10.1007/978-3-030-32245-8_20,Segmentation of Vessels in Ultra High Frequency Ultrasound Sequences Using Contextual Memory,MICCAI
10.1007/978-3-030-32251-9_80,A Prior Learning Network for Joint Image and Sensitivity Estimation in Parallel MR Imaging,MICCAI
10.1007/978-3-030-32254-0_61,Generalized Non-rigid Point Set Registration with Hybrid Mixture Models Considering Anisotropic Positional Uncertainties,MICCAI
10.1007/978-3-030-32226-7_27,Unsupervised Segmentation of Micro-CT Images of Lung Cancer Specimen Using Deep Generative Models,MICCAI
10.1007/978-3-030-32248-9_15,Semi-supervised VAE-GAN for Out-of-Sample Detection Applied to MRI Quality Control,MICCAI
10.1007/978-3-030-32239-7_80,CS-Net: Channel and Spatial Attention Network for Curvilinear Structure Segmentation,MICCAI
10.1007/978-3-030-32239-7_67,Unsupervised Subtyping of Cholangiocarcinoma Using a Deep Clustering Convolutional Autoencoder,MICCAI
10.1007/978-3-030-32254-0_71,Single Shot Needle Tip Localization in 2D Ultrasound,MICCAI
10.1007/978-3-030-32226-7_32,Targeting Precision with Data Augmented Samples in Deep Learning,MICCAI
10.1007/978-3-030-32226-7_40,Bronchial Cartilage Assessment with Model-Based GAN Regressor,MICCAI
10.1007/978-3-030-32248-9_64,Enabling Multi-shell b-Value Generalizability of Data-Driven Diffusion Models with Deep SHORE,MICCAI
10.1007/978-3-030-32239-7_84,Whole-Sample Mapping of Cancerous and Benign Tissue Properties,MICCAI
10.1007/978-3-030-32251-9_57,Overcoming Data Limitation in Medical Visual Question Answering,MICCAI
10.1007/978-3-030-32226-7_7,Generating Pareto Optimal Dose Distributions for Radiation Therapy Treatment Planning,MICCAI
10.1007/978-3-030-32248-9_63,Topographic Filtering of Tractograms as Vector Field Flows,MICCAI
10.1007/978-3-030-32245-8_41,TopAwaRe: Topology-Aware Registration,MICCAI
10.1007/978-3-030-32239-7_72,Weakly Supervised Cell Instance Segmentation by Propagating from Detection Response,MICCAI
10.1007/978-3-030-32239-7_86,Fine-Scale Vessel Extraction in Fundus Images by Registration with Fluorescein Angiography,MICCAI
10.1007/978-3-030-32251-9_22,Preprocessing Prediction and Significance: Framework and Application to Brain Imaging,MICCAI
10.1007/978-3-030-32226-7_83,Longitudinal Change Detection on Chest X-rays Using Geometric Correlation Maps,MICCAI
10.1007/978-3-030-32251-9_76,Detection and Correction of Cardiac MRI Motion Artefacts During Reconstruction from k-space,MICCAI
10.1007/978-3-030-32245-8_74,Data Efficient Unsupervised Domain Adaptation For Cross-modality Image Segmentation,MICCAI
10.1007/978-3-030-32226-7_68,Weakly Supervised Segmentation Framework with Uncertainty: A Study on Pneumothorax Segmentation in Chest X-ray,MICCAI
10.1007/978-3-030-32245-8_34,Impact of Adversarial Examples on Deep Learning Models for Biomedical Image Segmentation,MICCAI
10.1007/978-3-030-32239-7_89,An Unsupervised Domain Adaptation Approach to Classification of Stem Cell-Derived Cardiomyocytes,MICCAI
10.1007/978-3-030-32245-8_70,Cardiac MRI Segmentation with Strong Anatomical Guarantees,MICCAI
10.1007/978-3-030-32226-7_5,Abdominal Adipose Tissue Segmentation in MRI with Double Loss Function Collaborative Learning,MICCAI
10.1007/978-3-030-32248-9_16,Disease-Image Specific Generative Adversarial Network for Brain Disease Diagnosis with Incomplete Multi-modal Neuroimages,MICCAI
10.1007/978-3-030-32248-9_56,Cortical Surface Parcellation Using Spherical Convolutional Neural Networks,MICCAI
10.1007/978-3-030-32248-9_49,3DQ: Compact Quantized Neural Networks for Volumetric Whole Brain Segmentation,MICCAI
10.1007/978-3-030-32251-9_43,Efficient Ultrasound Image Analysis Models with Sonographer Gaze Assisted Distillation,MICCAI
10.1007/978-3-030-32239-7_75,Multi-task Learning of a Deep K-Nearest Neighbour Network for Histopathological Image Classification and Retrieval,MICCAI
10.1007/978-3-030-32226-7_79,Learning from Longitudinal Mammography Studies,MICCAI
10.1007/978-3-030-32245-8_4,One Network to Segment Them All: A General Lightweight System for Accurate 3D Medical Image Segmentation,MICCAI
10.1007/978-3-030-32245-8_89,Deep Probabilistic Modeling of Glioma Growth,MICCAI
10.1007/978-3-030-32254-0_14,Generating Large Labeled Data Sets for Laparoscopic Image Processing Tasks Using Unpaired Image-to-Image Translation,MICCAI
10.1007/978-3-030-32251-9_47,Bayesian Volumetric Autoregressive Generative Models for Better Semisupervised Learning,MICCAI
10.1007/978-3-030-32248-9_28,X-Net: Brain Stroke Lesion Segmentation Based on Depthwise Separable Convolution and Long-Range Dependencies,MICCAI
10.1007/978-3-030-32254-0_9,ARAMIS: Augmented Reality Assistance for Minimally Invasive Surgery Using a Head-Mounted Display,MICCAI
10.1007/978-3-030-32226-7_24,AirwayNet: A Voxel-Connectivity Aware Approach for Accurate Airway Segmentation Using Convolutional Neural Networks,MICCAI
10.1007/978-3-030-32245-8_56,k-t NEXT: Dynamic MR Image Reconstruction Exploiting Spatio-Temporal Correlations,MICCAI
10.1007/978-3-030-32251-9_86,Wavelet-based Semi-supervised Adversarial Learning for Synthesizing Realistic 7T from 3T MRI,MICCAI
10.1007/978-3-030-32239-7_42,Improving Nuclei/Gland Instance Segmentation in Histopathology Images by Full Resolution Neural Network and Spatial Constrained Loss,MICCAI
10.1007/978-3-030-32248-9_17,Predicting the Evolution of White Matter Hyperintensities in Brain MRI Using Generative Adversarial Networks and Irregularity Map,MICCAI
10.1007/978-3-030-32248-9_82,Autism Classification Using Topological Features and Deep Learning: A Cautionary Tale,MICCAI
10.1007/978-3-030-32254-0_67,Attenuation Imaging with Pulse-Echo Ultrasound Based on an Acoustic Reflector,MICCAI
10.1007/978-3-030-32248-9_19,Degenerative Adversarial NeuroImage Nets: Generating Images that Mimic Disease Progression,MICCAI
