name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM,Chexpert,ChestX-Ray14,PadChest,MIMIC,VinDr-CXR,PAD-UFES-20,CAMELYON,CADDementia,MRNet,PROSTATEx
Pareto Front vs. Weighted Sum for Automatic Trajectory Planning of Deep Brain Stimulation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
An Automated Localization Segmentation and Reconstruction Framework for Fetal Brain MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automatic Segmentation of Head and Neck Tumor: How Powerful Transformers Are?.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Simulation of Balloon-Expandable Coronary Stent Apposition with Plastic Beam Elements.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Spatial Mixture Approach to Inferring Sub-ROI Spatio-temporal Patterns from Rapid Event-Related fMRI Data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hierarchical Label Fusion with Multiscale Feature Representation and Label-Specific Patch Partition.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-frame Attention Network for Left Ventricle Segmentation in 3D Echocardiography.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Detection and Characterization of the Fetal Heartbeat in Free-hand Ultrasound Sweeps with Weakly-supervised Two-streams Convolutional Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joint Class-Affinity Loss Correction for Robust Medical Image Segmentation with Noisy Labels.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Weakly Supervised Volumetric Segmentation via Self-taught Shape Denoising Model.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Combining Attention-Based Multiple Instance Learning and Gaussian Processes for CT Hemorrhage Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DOTE: Dual cOnvolutional filTer lEarning for Super-Resolution and Cross-Modality Synthesis in MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Convex Non-negative Spherical Factorization of Multi-Shell Diffusion-Weighted Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FLOOR: Fusing Locally Optimal Registrations.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Attention via Scattering Transforms for Segmentation of Small Intravascular Ultrasound Data Sets.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Red-GAN: Attacking class imbalance via conditioned generation. Yet another medical imaging perspective..,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fairness in Cardiac MR Image Analysis: An Investigation of Bias Due to Data Imbalance in Deep Learning Based Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Placental Flattening via Volumetric Parameterization.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joint Kernel-Based Supervised Hashing for Scalable Histopathological Image Analysis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automated Classification of General Movements in Infants Using Two-Stream Spatiotemporal Fusion Network.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Semi-automated Query Construction for Content-Based Endomicroscopy Video Retrieval.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Homography Prediction for Endoscopic Camera Motion Imitation  Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Robust Image Descriptors for Real-Time Inter-Examination Retargeting in Gastrointestinal Endoscopy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Decompose-and-Integrate Learning for Multi-class Segmentation in Medical Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Consistency-Preserving Visual Question Answering in Medical Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-organ Localization Combining Global-to-Local Regression and Confidence Maps.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
On the limits of cross-domain generalization in automated X-ray prediction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fMRI Neurofeedback Learning Patterns are Predictive of Personal and Clinical Traits.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Evidence Localization for Pathology Images Using Weakly Supervised Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Super-Resolution Reconstruction Using Cross-Scale Self-similarity in Multi-slice MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Prediction of CT Substitutes from MR Images Based on Local Sparse Correspondence Combination.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Multi-resolution T-Mixture Model Approach to Robust Group-Wise Alignment of Shapes.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Graph-Based Motion-Driven Segmentation of the Carotid Atherosclerotique Plaque in 2D Ultrasound Sequences.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Universal Loss Reweighting to Balance Lesion Size Inequality in 3D Medical Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automatic Detection of Blue-White Veil by Discrete Colour Matching in Dermoscopy Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Point-Unet: A Context-Aware Point-Based Neural Network for Volumetric Segmentation.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-modal Hypergraph Diffusion Network with Dual Prior for Alzheimer Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Mean-Field Variational Inference Approach to Deep Image Prior for Inverse Problems in Medical Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
