doi,name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM
10.1007/978-3-030-32226-7_68,Weakly Supervised Segmentation Framework with Uncertainty: A Study on Pneumothorax Segmentation in Chest X-ray,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_34,Impact of Adversarial Examples on Deep Learning Models for Biomedical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_89,An Unsupervised Domain Adaptation Approach to Classification of Stem Cell-Derived Cardiomyocytes,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_70,Cardiac MRI Segmentation with Strong Anatomical Guarantees,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_5,Abdominal Adipose Tissue Segmentation in MRI with Double Loss Function Collaborative Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_16,Disease-Image Specific Generative Adversarial Network for Brain Disease Diagnosis with Incomplete Multi-modal Neuroimages,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_56,Cortical Surface Parcellation Using Spherical Convolutional Neural Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_49,3DQ: Compact Quantized Neural Networks for Volumetric Whole Brain Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_43,Efficient Ultrasound Image Analysis Models with Sonographer Gaze Assisted Distillation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_75,Multi-task Learning of a Deep K-Nearest Neighbour Network for Histopathological Image Classification and Retrieval,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_79,Learning from Longitudinal Mammography Studies,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_4,One Network to Segment Them All: A General Lightweight System for Accurate 3D Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_89,Deep Probabilistic Modeling of Glioma Growth,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_14,Generating Large Labeled Data Sets for Laparoscopic Image Processing Tasks Using Unpaired Image-to-Image Translation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_47,Bayesian Volumetric Autoregressive Generative Models for Better Semisupervised Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_28,X-Net: Brain Stroke Lesion Segmentation Based on Depthwise Separable Convolution and Long-Range Dependencies,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_9,ARAMIS: Augmented Reality Assistance for Minimally Invasive Surgery Using a Head-Mounted Display,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_24,AirwayNet: A Voxel-Connectivity Aware Approach for Accurate Airway Segmentation Using Convolutional Neural Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_56,k-t NEXT: Dynamic MR Image Reconstruction Exploiting Spatio-Temporal Correlations,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_86,Wavelet-based Semi-supervised Adversarial Learning for Synthesizing Realistic 7T from 3T MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_42,Improving Nuclei/Gland Instance Segmentation in Histopathology Images by Full Resolution Neural Network and Spatial Constrained Loss,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_17,Predicting the Evolution of White Matter Hyperintensities in Brain MRI Using Generative Adversarial Networks and Irregularity Map,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_82,Autism Classification Using Topological Features and Deep Learning: A Cautionary Tale,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_67,Attenuation Imaging with Pulse-Echo Ultrasound Based on an Acoustic Reflector,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_19,Degenerative Adversarial NeuroImage Nets: Generating Images that Mimic Disease Progression,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_38,Feature Transformers: Privacy Preserving Lifelong Learners for Medical Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_47,Mask Embedding for Realistic High-Resolution Medical Image Synthesis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_5,‘Project &amp; Excite’ Modules for Segmentation of Volumetric Medical Scans,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_96,Recurrent Sub-volume Analysis of Head CT Scans for the Detection of Intracranial Hemorrhage,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_90,Doubly Weak Supervision of Deep Learning Models for Head CT,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_76,Multiclass Deep Active Learning for Detecting Red Blood Cell Subtypes in Brightfield Microscopy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_20,Multi-scale Microaneurysms Segmentation Using Embedding Triplet Loss,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_20,Haptic Modes for Multiparameter Control in Robotic Surgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_7,Nonuniform Variational Network: Deep Learning for Accelerated Nonuniform MR Image Reconstruction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_32,Uncertainty Guided Semi-supervised Segmentation of Retinal Layers in OCT Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_77,Exploiting Motion for Deep Learning Reconstruction of Extremely-Undersampled Dynamic MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_21,Learning to Detect Collisions for Continuum Manipulators Without a Prior Model,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_42,Probabilistic Point Cloud Reconstructions for Vertebral Shape Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_66,A Mesh-Aware Ball-Pivoting Algorithm for Generating the Virtual Arachnoid Mater,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_48,Leveraging Other Datasets for Medical Imaging Classification: Evaluation of Transfer Multi-task and Semi-supervised Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_34,Attentive CT Lesion Detection Using Deep Pyramid Inference with Multi-scale Booster,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_36,R $$^{2}$$ 2 -Net: Recurrent and Recursive Network for Sparse-View CT Artifacts Removal,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_72,Discriminative Correlation Filter Network for Robust Landmark Tracking in Ultrasound Guided Intervention,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_79,A Novel Loss Function Incorporating Imaging Acquisition Physics for PET Attenuation Map Generation Using Deep Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_33,HR-CAM: Precise Localization of Pathology Using Multi-level Learning in CNNs,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_62,LVC-Net: Medical Image Segmentation with Noisy Label Based on Local Visual Cues,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_65,Human Pose Estimation on Privacy-Preserving Low-Resolution Depth Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_62,Local and Global Consistency Regularized Mean Teacher for Semi-supervised Nuclei Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_2,Exploiting Reliability-Guided Aggregation for the Assessment of Curvilinear Structure Tortuosity,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_58,Automated Detection and Type Classification of Central Venous Catheters in Chest X-Rays,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_5,Joint Reconstruction of PET + Parallel-MRI in a Bayesian Coupled-Dictionary MRF Framework,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32251-9_73,Let’s Agree to Disagree: Learning Highly Debatable Multirater Labelling,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_1,Isotropic MRI Super-Resolution Reconstruction with Multi-scale Gradient Field Prior,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_91,Improved Inference via Deep Input Transfer,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_82,InfoMask: Masked Variational Latent Representation to Localize Chest Disease,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_32,Collaborative Multi-agent Learning for MR Knee Articular Cartilage Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_48,TUNA-Net: Task-Oriented UNsupervised Adversarial Network for Disease Recognition in Cross-domain Chest X-rays,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32239-7_46,Pre-operative Overall Survival Time Prediction for Glioblastoma Patients Using Deep Learning on Both Imaging Phenotype and Genotype,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_30,NoduleNet: Decoupled False Positive Reduction for Pulmonary Nodule Detection and Segmentation,False,False,False,False,False,False,False,True,False,False
10.1007/978-3-030-32226-7_21,Improving Deep Lesion Detection Using 3D Contextual and Spatial Attention,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_55,Uncertainty Measurements for the Reliable Classification of Mammograms,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_53,Automated Parcellation of the Cortex Using Structural Connectome Harmonics,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32245-8_81,Texture-Based Classification of Significant Stenosis in CCTA Multi-view Images of Coronary Arteries,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_10,Interactive Endoscopy: A Next-Generation Streamlined User Interface for Lung Surgery Navigation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_35,User Guidance for Point-of-Care Echocardiography Using a Multi-task Deep Neural Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32248-9_73,Constructing Consistent Longitudinal Brain Networks by Group-Wise Graph Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_62,A Mixed-Supervision Multilevel GAN Framework for Image Quality Enhancement,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32226-7_13,Multi-scale GANs for Memory-efficient Generation of High Resolution Medical Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-030-32254-0_41,Investigating the Role of VR in a Simulation-Based Medical Planning System for Coronary Interventions,False,False,False,False,False,False,False,False,False,False
